scheme,p_sub,p_indel,trial,seed
s2,0.0002,0.001,1,1953364601
s2,0.0002,0.001,2,2486144702
s2,0.0002,0.001,3,1218882336
s2,0.0002,0.002,0,1712438747
s2,0.0002,0.002,1,3188078333
s2,0.0002,0.002,2,2950138876
s2,0.0002,0.002,3,1421449036
s2,0.0002,0.003,0,3697489563
s2,0.0002,0.003,1,959895649
s2,0.0002,0.003,2,242318883
s2,0.0002,0.003,3,218964289
s2,0.0002,0.004,0,2049342747
s2,0.0002,0.004,1,2974415550
s2,0.0002,0.004,2,2373277562
s2,0.0002,0.004,3,3752269527
s2,0.0002,0.005,0,2866731418
s2,0.0002,0.005,1,191888834
s2,0.0002,0.005,2,1940478084
s2,0.0002,0.005,3,2390170963
s2,0.0002,0.006,0,2928838518
s2,0.0002,0.006,1,4132865645
s2,0.0002,0.006,2,284267993
s2,0.0002,0.006,3,1088115481
s3,0.0,0.0,0,675608518
s3,0.0,0.0,1,2911305638
s3,0.0,0.0,2,4159226973
s3,0.0,0.0,3,3970640063
s3,0.0,0.0005,0,2041268810
s3,0.0,0.0005,1,3723721731
s3,0.0,0.0005,2,682876259
s3,0.0,0.0005,3,1923979764
s3,0.0,0.001,0,1651922202
s3,0.0,0.001,1,2788375243
s3,0.0,0.001,2,3461044125
s3,0.0,0.001,3,1739860658
s3,0.0,0.002,0,1999594665
s3,0.0,0.002,1,1640565599
s3,0.0,0.002,2,371284454
s3,0.0,0.002,3,3676155818
s3,0.0,0.003,0,235396340
s3,0.0,0.003,1,1394079959
s3,0.0,0.003,2,133581773
s3,0.0,0.003,3,688235947
s3,0.0,0.004,0,598037399
s3,0.0,0.004,1,264233275
s3,0.0,0.004,2,123790549
s3,0.0,0.004,3,1470760626
s3,0.0,0.005,0,2160848920
s3,0.0,0.005,1,2776479280
s3,0.0,0.005,2,3365219666
s3,0.0,0.005,3,1878794497
s3,0.0,0.006,0,1755808573
s3,0.0,0.006,1,3923391473
s3,0.0,0.006,2,3822909739
s3,0.0,0.006,3,2788485562
s3,0.0001,0.0,0,189732709
s3,0.0001,0.0,1,4111992797
s3,0.0001,0.0,2,3726346947
s3,0.0001,0.0,3,2578578389
s3,0.0001,0.0005,0,468200097
s3,0.0001,0.0005,1,307974770
s3,0.0001,0.0005,2,1712614265
s3,0.0001,0.0005,3,948637773
s3,0.0001,0.001,0,3982969317
s3,0.0001,0.001,1,1548961303
s3,0.0001,0.001,2,3483493573
s3,0.0001,0.001,3,628217489
s3,0.0001,0.002,0,3369404572
s3,0.0001,0.002,1,1720090401
s3,0.0001,0.002,2,2955767397
s3,0.0001,0.002,3,1335827765
s3,0.0001,0.003,0,3808447900
s3,0.0001,0.003,1,3883928436
s3,0.0001,0.003,2,2052072248
s3,0.0001,0.003,3,1267014126
s3,0.0001,0.004,0,3722855550
s3,0.0001,0.004,1,608489522
s3,0.0001,0.004,2,2123220706
s3,0.0001,0.004,3,13826615
s3,0.0001,0.005,0,1919575258
s3,0.0001,0.005,1,1909760240
s3,0.0001,0.005,2,2176050285
s3,0.0001,0.005,3,3348525990
s3,0.0001,0.006,0,1439791301
s3,0.0001,0.006,1,2658960581
s3,0.0001,0.006,2,3321249663
s3,0.0001,0.006,3,1259705760
s3,0.0002,0.0,0,941306246
s3,0.0002,0.0,1,394501980
s3,0.0002,0.0,2,735097048
s3,0.0002,0.0,3,14506726
s3,0.0002,0.0005,0,3538455712
s3,0.0002,0.0005,1,309108649
s3,0.0002,0.0005,2,373895450
s3,0.0002,0.0005,3,2346732833
s3,0.0002,0.001,0,2860543900
s3,0.0002,0.001,1,1148817327
s3,0.0002,0.001,2,355759155
s3,0.0002,0.001,3,2046970000
s3,0.0002,0.002,0,3006417439
s3,0.0002,0.002,1,3930340449
s3,0.0002,0.002,2,1400030341
s3,0.0002,0.002,3,2502845357
s3,0.0002,0.003,0,4058567059
s3,0.0002,0.003,1,3117245804
s3,0.0002,0.003,2,2259841167
s3,0.0002,0.003,3,2475297674
s3,0.0002,0.004,0,3446723801
s3,0.0002,0.004,1,3139175518
s3,0.0002,0.004,2,595644782
s3,0.0002,0.004,3,2559487933
s3,0.0002,0.005,0,1504991218
s3,0.0002,0.005,1,3959279331
s3,0.0002,0.005,2,1618701760
s3,0.0002,0.005,3,713104991
s3,0.0002,0.006,0,2221481570
s3,0.0002,0.006,1,377335749
s3,0.0002,0.006,2,834981418
s3,0.0002,0.006,3,3628212614
