scheme,p_sub,p_indel,trial,seed
s1,0.0,0.0005,7,3507893062
s1,0.0,0.0005,8,3639891137
s1,0.0,0.0005,9,3562087766
s1,0.0005,0.001,0,4204599038
s1,0.0005,0.001,1,3499815786
s1,0.0005,0.001,2,3626737211
s1,0.0005,0.001,3,1485620378
s1,0.0005,0.001,4,2682241927
s1,0.0005,0.001,5,1992623257
s1,0.0005,0.001,6,1447566609
s1,0.0005,0.001,7,3756405676
s1,0.0005,0.001,8,4209081111
s1,0.0005,0.001,9,3517607872
s1,0.0005,0.0001,0,1184107434
s1,0.0005,0.0001,1,1449707842
s1,0.0005,0.0001,2,3497644002
s1,0.0005,0.0001,3,3225277186
s1,0.0005,0.0001,4,804479297
s1,0.0005,0.0001,5,3463412960
s1,0.0005,0.0001,6,1677777375
s1,0.0005,0.0001,7,1684209489
s1,0.0005,0.0001,8,684713671
s1,0.0005,0.0001,9,2586340467
s1,0.0002,0.0005,0,3016704277
s1,0.0002,0.0005,1,3187727052
s1,0.0002,0.0005,2,2767103498
s1,0.0002,0.0005,3,3026654849
s1,0.0002,0.0005,4,787619877
s1,0.0002,0.0005,5,3343178822
s1,0.0002,0.0005,6,3922587285
s1,0.0002,0.0005,7,907828273
s1,0.0002,0.0005,8,3976280486
s1,0.0002,0.0005,9,3052075756
s1,0.0002,0.0002,0,2664262307
s1,0.0002,0.0002,1,3331783382
s1,0.0002,0.0002,2,2202876366
s1,0.0002,0.0002,3,2777710745
s1,0.0002,0.0002,4,3554621430
s1,0.0002,0.0002,5,1109882160
s1,0.0002,0.0002,6,2902972373
s1,0.0002,0.0002,7,3393925818
s1,0.0002,0.0002,8,3112233766
s1,0.0002,0.0002,9,1246424417
s1,0.0005,0.0,0,2839953338
s1,0.0005,0.0,1,4041995252
s1,0.0005,0.0,2,3792723229
s1,0.0005,0.0,3,2944929190
s1,0.0005,0.0,4,4222229549
s1,0.0005,0.0,5,1564331543
s1,0.0005,0.0,6,158546678
s1,0.0005,0.0,7,3616762256
s1,0.0005,0.0,8,2719279277
s1,0.0005,0.0,9,2260502005
s1,0.0002,0.002,0,141387072
s1,0.0002,0.002,1,1748989678
s1,0.0002,0.002,2,2987462037
s1,0.0002,0.002,3,658882336
s1,0.0002,0.002,4,1236610188
s1,0.0002,0.002,5,4038657839
s1,0.0002,0.002,6,4134600374
s1,0.0002,0.002,7,127533361
s1,0.0002,0.002,8,3177415258
s1,0.0002,0.002,9,1183252388
s1,0.0,0.001,0,2647613311
s1,0.0,0.001,1,2871553253
s1,0.0,0.001,2,2121237449
s1,0.0,0.001,3,118397434
s1,0.0,0.001,4,4271370308
s1,0.0,0.001,5,2783722409
s1,0.0,0.001,6,3604147668
s1,0.0,0.001,7,2520716699
s1,0.0,0.001,8,1172988894
s1,0.0,0.001,9,2972140477
s1,0.001,0.0002,0,2769228422
s1,0.001,0.0002,1,3272032489
s1,0.001,0.0002,2,1021989077
s1,0.001,0.0002,3,2938901586
s1,0.001,0.0002,4,1712052512
s1,0.001,0.0002,5,2353384335
s1,0.001,0.0002,6,906679171
s1,0.001,0.0002,7,133995056
s1,0.001,0.0002,8,3050257752
s1,0.001,0.0002,9,4214067038
s1,0.001,0.0001,0,3784799374
s1,0.001,0.0001,1,2832934119
s1,0.001,0.0001,2,26727853
s1,0.001,0.0001,3,2751991574
s1,0.001,0.0001,4,805059644
s1,0.001,0.0001,5,3913636746
s1,0.001,0.0001,6,3850460292
s1,0.001,0.0001,7,3845032302
s1,0.001,0.0001,8,3078547616
s1,0.001,0.0001,9,3706463639
s1,0.001,0.0,0,855501072
s1,0.001,0.0,1,3517021474
s1,0.001,0.0,2,1950666169
s1,0.001,0.0,3,473272635
s1,0.001,0.0,4,589040926
s1,0.001,0.0,5,1932634312
s1,0.001,0.0,6,568017843
s1,0.001,0.0,7,3564093248
s1,0.001,0.0,8,1700700725
s1,0.001,0.0,9,2270597310
s1,0.002,0.005,0,1627468965
s1,0.002,0.005,1,2055064232
s1,0.002,0.005,2,4028234736
s1,0.002,0.005,3,2151557401
s1,0.002,0.005,4,323902444
s1,0.002,0.005,5,2259496018
s1,0.002,0.005,6,847933347
s1,0.002,0.005,7,1918840034
s1,0.002,0.005,8,4012835125
s1,0.002,0.005,9,3066079537
s1,0.002,0.0001,0,3010304362
s1,0.002,0.0001,1,68825730
s1,0.002,0.0001,2,97978632
s1,0.002,0.0001,3,2414075253
s1,0.002,0.0001,4,1939497087
s1,0.002,0.0001,5,367251532
s1,0.002,0.0001,6,607536575
s1,0.002,0.0001,7,2584641824
s1,0.002,0.0001,8,3363464813
s1,0.002,0.0001,9,1863428365
s1,0.001,0.001,0,3762376907
s1,0.001,0.001,1,2663924305
s1,0.001,0.001,2,3644120687
s1,0.001,0.001,3,816477439
s1,0.001,0.001,4,855374226
s1,0.001,0.001,5,3675885022
s1,0.001,0.001,6,1162966940
s1,0.001,0.001,7,1040808668
s1,0.001,0.001,8,2453096069
s1,0.001,0.001,9,2638205266
s1,0.001,0.003,0,4030520762
s1,0.001,0.003,1,3181014729
s1,0.001,0.003,2,1700035157
s1,0.001,0.003,3,1095827972
s1,0.001,0.003,4,641072127
s1,0.001,0.003,5,3040941880
s1,0.001,0.003,6,1174994133
s1,0.001,0.003,7,322557108
s1,0.001,0.003,8,1867572001
s1,0.001,0.003,9,4036549127
s1,0.001,0.0005,0,2517673358
s1,0.001,0.0005,1,1098714193
s1,0.001,0.0005,2,4165064351
s1,0.001,0.0005,3,2015358805
s1,0.001,0.0005,4,3112630946
s1,0.001,0.0005,5,3483407453
s1,0.001,0.0005,6,622654619
s1,0.001,0.0005,7,3850337619
s1,0.001,0.0005,8,771112498
s1,0.001,0.0005,9,46387539
s1,0.002,0.001,0,3097512492
s1,0.002,0.001,1,493587962
s1,0.002,0.001,2,708502770
s1,0.002,0.001,3,2810083054
s1,0.002,0.001,4,3811983299
s1,0.002,0.001,5,255856365
s1,0.002,0.001,6,917178463
s1,0.002,0.001,7,4101281197
s1,0.002,0.001,8,477177987
s1,0.002,0.001,9,126098147
s1,0.002,0.002,0,1711342103
s1,0.002,0.002,1,4210902437
s1,0.002,0.002,2,1959194879
s1,0.002,0.002,3,3331057627
s1,0.002,0.002,4,1050221226
s1,0.002,0.002,5,3612071417
s1,0.002,0.002,6,263828352
s1,0.002,0.002,7,1772921222
s1,0.002,0.002,8,3303685975
s1,0.002,0.002,9,258191494
s1,0.002,0.003,0,3407236153
s1,0.002,0.003,1,1321091762
s1,0.002,0.003,2,6508858
s1,0.002,0.003,3,1175263591
s1,0.002,0.003,4,3634525415
s1,0.002,0.003,5,91574183
s1,0.002,0.003,6,3008507785
s1,0.002,0.003,7,1539672529
s1,0.002,0.003,8,2450918762
s1,0.002,0.003,9,3508485989
s1,0.002,0.0,0,25926446
s1,0.002,0.0,1,2948500330
s1,0.002,0.0,2,3548178789
s1,0.002,0.0,3,3453766367
s1,0.002,0.0,4,2138378301
s1,0.002,0.0,5,2130269872
s1,0.002,0.0,6,1142325361
s1,0.002,0.0,7,2544732187
s1,0.002,0.0,8,4163552983
s1,0.002,0.0,9,2290359327
s1,0.001,0.002,0,234338108
s1,0.001,0.002,1,667389601
s1,0.001,0.002,2,1976703941
s1,0.001,0.002,3,2679160027
s1,0.001,0.002,4,841562809
s1,0.001,0.002,5,3948528581
s1,0.001,0.002,6,1096414764
s1,0.001,0.002,7,1818608787
s1,0.001,0.002,8,3209181601
s1,0.001,0.002,9,1340365408
s1,0.002,0.0005,0,1416602039
s1,0.002,0.0005,1,1959299700
s1,0.002,0.0005,2,507419405
s1,0.002,0.0005,3,773827805
s1,0.002,0.0005,4,1184442421
s1,0.002,0.0005,5,1989236184
s1,0.002,0.0005,6,1754318430
s1,0.002,0.0005,7,419383913
s1,0.002,0.0005,8,337395490
s1,0.002,0.0005,9,1181871539
s1,0.002,0.0002,0,3353842248
s1,0.002,0.0002,1,865900675
s1,0.002,0.0002,2,340417229
s1,0.002,0.0002,3,2955374442
s1,0.002,0.0002,4,2137136124
s1,0.002,0.0002,5,1677871856
s1,0.002,0.0002,6,3785506059
s1,0.002,0.0002,7,3583491504
s1,0.002,0.0002,8,4236631347
s1,0.002,0.0002,9,1502191068
s1,0.001,0.005,0,1489108049
s1,0.001,0.005,1,4160814492
s1,0.001,0.005,2,2307810933
s1,0.001,0.005,3,2658321352
s1,0.001,0.005,4,1664227092
s1,0.001,0.005,5,1751094107
s1,0.001,0.005,6,2830856531
s1,0.001,0.005,7,1228917891
s1,0.001,0.005,8,1216230740
s1,0.001,0.005,9,3452867715
s2,0.0,0.0,0,651271097
s2,0.0,0.0,1,2511418083
s2,0.0,0.0,2,2636821047
s2,0.0,0.0,3,1106065731
s2,0.0,0.0,4,2522222868
s2,0.0,0.0,5,2080584190
s2,0.0,0.0,6,3421561684
s2,0.0,0.0,7,416259715
s2,0.0,0.0,8,3918565244
s2,0.0,0.0,9,1532417215
s2,0.0,0.0001,0,2015585538
s2,0.0,0.0001,1,398802099
s2,0.0,0.0001,2,3663489227
s2,0.0,0.0001,3,3485967119
s2,0.0,0.0001,4,556854507
s2,0.0,0.0001,5,2018833836
s2,0.0,0.0001,6,3170368599
s2,0.0,0.0001,7,2351103406
s2,0.0,0.0001,8,2081190133
s2,0.0,0.0001,9,1370863764
s2,0.0005,0.005,0,3642949578
s2,0.0005,0.005,1,1808846504
s2,0.0005,0.005,2,289974228
s2,0.0005,0.005,3,3081888469
s2,0.0005,0.005,4,1822736809
s2,0.0005,0.005,5,1758857762
s2,0.0005,0.005,6,3804398649
s2,0.0005,0.005,7,1015186855
s2,0.0005,0.005,8,3821333687
s2,0.0005,0.005,9,3736194648
s2,0.0005,0.002,0,1347399142
s2,0.0005,0.002,1,1186768102
s2,0.0005,0.002,2,1810542365
s2,0.0005,0.002,3,4083765777
s2,0.0005,0.002,4,1910685948
s2,0.0005,0.002,5,397601806
s2,0.0005,0.002,6,4239301295
s2,0.0005,0.002,7,914360820
s2,0.0005,0.002,8,3457985730
s2,0.0005,0.002,9,2499970661
s2,0.0,0.005,0,2783960793
s2,0.0,0.005,1,3714005371
s2,0.0,0.005,2,2825029422
s2,0.0,0.005,3,629089264
s2,0.0,0.005,4,3129968100
s2,0.0,0.005,5,3317578306
s2,0.0,0.005,6,3868497596
s2,0.0,0.005,7,3474915285
s2,0.0,0.005,8,3929366209
s2,0.0,0.005,9,1334889640
s2,0.0002,0.005,0,2866731418
s2,0.0002,0.005,1,191888834
s2,0.0002,0.005,2,1940478084
s2,0.0002,0.005,3,2390170963
s2,0.0002,0.005,4,242765454
s2,0.0002,0.005,5,1649820260
s2,0.0002,0.005,6,1916086277
s2,0.0002,0.005,7,2592885540
s2,0.0002,0.005,8,468878571
s2,0.0002,0.005,9,2043153694
s2,0.0005,0.003,0,2839692547
s2,0.0005,0.003,1,1715067606
s2,0.0005,0.003,2,638618147
s2,0.0005,0.003,3,2074090519
s2,0.0005,0.003,4,828854525
s2,0.0005,0.003,5,36884962
s2,0.0005,0.003,6,1572655840
s2,0.0005,0.003,7,1723624766
s2,0.0005,0.003,8,2341964854
s2,0.0005,0.003,9,1410464381
s2,0.0002,0.003,0,3697489563
s2,0.0002,0.003,1,959895649
s2,0.0002,0.003,2,242318883
s2,0.0002,0.003,3,218964289
s2,0.0002,0.003,4,1413531296
s2,0.0002,0.003,5,1661336648
s2,0.0002,0.003,6,1399019211
s2,0.0002,0.003,7,1053994932
s2,0.0002,0.003,8,918696612
s2,0.0002,0.003,9,2710376661
s2,0.0005,0.0005,0,267611141
s2,0.0005,0.0005,1,2592789040
s2,0.0005,0.0005,2,1165391853
s2,0.0005,0.0005,3,3031534779
s2,0.0005,0.0005,4,193628229
s2,0.0005,0.0005,5,276582172
s2,0.0005,0.0005,6,2840228012
s2,0.0005,0.0005,7,781241878
s2,0.0005,0.0005,8,2523630080
s2,0.0005,0.0005,9,3482940377
s2,0.0,0.003,0,3285429772
s2,0.0,0.003,1,1832855220
s2,0.0,0.003,2,3626086871
s2,0.0,0.003,3,593769984
s2,0.0,0.003,4,3925900440
s2,0.0,0.003,5,3536798759
s2,0.0,0.003,6,1790891481
s2,0.0,0.003,7,1313727552
s2,0.0,0.003,8,2719076118
s2,0.0,0.003,9,1680927692
s2,0.0,0.002,0,2698026001
s2,0.0,0.002,1,920644054
s2,0.0,0.002,2,2685111854
s2,0.0,0.002,3,2692073343
s2,0.0,0.002,4,2601491089
s2,0.0,0.002,5,547572495
s2,0.0,0.002,6,2917631548
s2,0.0,0.002,7,3857808277
s2,0.0,0.002,8,172437669
s2,0.0,0.002,9,3546357130
s2,0.0002,0.002,0,1712438747
s2,0.0002,0.002,1,3188078333
s2,0.0002,0.002,2,2950138876
s2,0.0002,0.002,3,1421449036
s2,0.0002,0.002,4,1630015922
s2,0.0002,0.002,5,2522523511
s2,0.0002,0.002,6,2342581541
s2,0.0002,0.002,7,3395061687
s2,0.0002,0.002,8,150657442
s2,0.0002,0.002,9,1625631927
s2,0.0005,0.001,0,4219171848
s2,0.0005,0.001,1,589721710
s2,0.0005,0.001,2,380520005
s2,0.0005,0.001,3,7270507
s2,0.0005,0.001,4,3362423877
s2,0.0005,0.001,5,2637131083
s2,0.0005,0.001,6,3146547442
s2,0.0005,0.001,7,95259853
s2,0.0005,0.001,8,2463995145
s2,0.0005,0.001,9,2224613497
s2,0.0,0.001,0,2211814205
s2,0.0,0.001,1,3351544789
s2,0.0,0.001,2,4058431816
s2,0.0,0.001,3,4088177266
s2,0.0,0.001,4,1062406499
s2,0.0,0.001,5,3210973130
s2,0.0,0.001,6,3826244864
s2,0.0,0.001,7,1193071785
s2,0.0,0.001,8,3542101320
s2,0.0,0.001,9,1756310678
s2,0.0002,0.001,0,3460298332
s2,0.0002,0.001,1,1953364601
s2,0.0002,0.001,2,2486144702
s2,0.0002,0.001,3,1218882336
s2,0.0002,0.001,4,710593166
s2,0.0002,0.001,5,1329707999
s2,0.0002,0.001,6,1878460408
s2,0.0002,0.001,7,2196077827
s2,0.0002,0.001,8,3060225213
s2,0.0002,0.001,9,2269824104
s2,0.0002,0.0005,0,4024056113
s2,0.0002,0.0005,1,3872215587
s2,0.0002,0.0005,2,665668578
s2,0.0002,0.0005,3,9621139
s2,0.0002,0.0005,4,1186151285
s2,0.0002,0.0005,5,2701157862
s2,0.0002,0.0005,6,2405139025
s2,0.0002,0.0005,7,1045328302
s2,0.0002,0.0005,8,2301612340
s2,0.0002,0.0005,9,2159934718
s2,0.0,0.0005,0,4259161501
s2,0.0,0.0005,1,2639842421
s2,0.0,0.0005,2,2641113549
s2,0.0,0.0005,3,1686759827
s2,0.0,0.0005,4,1887102868
s2,0.0,0.0005,5,2889223793
s2,0.0,0.0005,6,2310946591
s2,0.0,0.0005,7,288206625
s2,0.0,0.0005,8,2855169605
s2,0.0,0.0005,9,3876937140
s2,0.0005,0.0002,0,1222557169
s2,0.0005,0.0002,1,4278884193
s2,0.0005,0.0002,2,3022319895
s2,0.0005,0.0002,3,4236538186
s2,0.0005,0.0002,4,1895404066
s2,0.0005,0.0002,5,1221872263
s2,0.0005,0.0002,6,3516371972
s2,0.0005,0.0002,7,2947052001
s2,0.0005,0.0002,8,691875003
s2,0.0005,0.0002,9,2002658499
s2,0.0005,0.0001,0,479033091
s2,0.0005,0.0001,1,3664999536
s2,0.0005,0.0001,2,171868432
s2,0.0005,0.0001,3,1159376207
s2,0.0005,0.0001,4,3948004127
s2,0.0005,0.0001,5,2549193399
s2,0.0005,0.0001,6,1521625233
s2,0.0005,0.0001,7,3483805903
s2,0.0005,0.0001,8,3373768159
s2,0.0005,0.0001,9,1288980990
s2,0.0002,0.0002,0,3661806977
s2,0.0002,0.0002,1,2075871173
s2,0.0002,0.0002,2,2578488151
s2,0.0002,0.0002,3,2949453357
s2,0.0002,0.0002,4,594175315
s2,0.0002,0.0002,5,3589694820
s2,0.0002,0.0002,6,2702070891
s2,0.0002,0.0002,7,1580027194
s2,0.0002,0.0002,8,3875097089
s2,0.0002,0.0002,9,2863523038
s2,0.0005,0.0,0,3680423091
s2,0.0005,0.0,1,3727446462
s2,0.0005,0.0,2,3021117322
s2,0.0005,0.0,3,804813689
s2,0.0005,0.0,4,2012150907
s2,0.0005,0.0,5,1898825852
s2,0.0005,0.0,6,3233952371
s2,0.0005,0.0,7,928492805
s2,0.0005,0.0,8,1951971644
s2,0.0005,0.0,9,2609175443
s2,0.0002,0.0001,0,1785068016
s2,0.0002,0.0001,1,3174981917
s2,0.0002,0.0001,2,2301598510
s2,0.0002,0.0001,3,1028945666
s2,0.0002,0.0001,4,4001791006
s2,0.0002,0.0001,5,1520173935
s2,0.0002,0.0001,6,3898870122
s2,0.0002,0.0001,7,2670204615
s2,0.0002,0.0001,8,1207436496
s2,0.0002,0.0001,9,756446603
s2,0.0,0.0002,0,113410295
s2,0.0,0.0002,1,1230939327
s2,0.0,0.0002,2,790654051
s2,0.0,0.0002,3,200227287
s2,0.0,0.0002,4,2306701353
s2,0.0,0.0002,5,704696873
s2,0.0,0.0002,6,3640627598
s2,0.0,0.0002,7,1093398299
s2,0.0,0.0002,8,3335242077
s2,0.0,0.0002,9,4104449701
s2,0.0002,0.0,0,2536053903
s2,0.0002,0.0,1,3436928746
s2,0.0002,0.0,2,1735371069
s2,0.0002,0.0,3,2135028914
s2,0.0002,0.0,4,2955638845
s2,0.0002,0.0,5,4055144202
s2,0.0002,0.0,6,2138563689
s2,0.0002,0.0,7,1324794925
s2,0.0002,0.0,8,2567657108
s2,0.0002,0.0,9,2789512561
s2,0.001,0.0,0,1690681956
s2,0.001,0.0,1,1137382430
s2,0.001,0.0,2,2091651744
s2,0.001,0.0,3,1776703089
s2,0.001,0.0,4,277200174
s2,0.001,0.0,5,2142800563
s2,0.001,0.0,6,1614356655
s2,0.001,0.0,7,69862273
s2,0.001,0.0,8,362568370
s2,0.001,0.0,9,413909684
s2,0.001,0.0001,0,3611733285
s2,0.001,0.0001,1,2624312411
s2,0.001,0.0001,2,3845220547
s2,0.001,0.0001,3,2291416379
s2,0.001,0.0001,4,790046418
s2,0.001,0.0001,5,3845277620
s2,0.001,0.0001,6,2195581485
s2,0.001,0.0001,7,4220132103
s2,0.001,0.0001,8,2235905975
s2,0.001,0.0001,9,291807544
s2,0.001,0.001,0,839367602
s2,0.001,0.001,1,4169419791
s2,0.001,0.001,2,1410769164
s2,0.001,0.001,3,3783134053
s2,0.001,0.001,4,2379411701
s2,0.001,0.001,5,2158559313
s2,0.001,0.001,6,2728023468
s2,0.001,0.001,7,3281339755
s2,0.001,0.001,8,3127412925
s2,0.001,0.001,9,2449519880
s2,0.001,0.005,0,1330486266
s2,0.001,0.005,1,1046069412
s2,0.001,0.005,2,3435451350
s2,0.001,0.005,3,3023927316
s2,0.001,0.005,4,1504256392
s2,0.001,0.005,5,1195444627
s2,0.001,0.005,6,3240950315
s2,0.001,0.005,7,2230286471
s2,0.001,0.005,8,1821753905
s2,0.001,0.005,9,4055171731
s2,0.001,0.002,0,1863937204
s2,0.001,0.002,1,1025223080
s2,0.001,0.002,2,579971839
s2,0.001,0.002,3,3208486428
s2,0.001,0.002,4,1730802574
s2,0.001,0.002,5,2654119759
s2,0.001,0.002,6,1144589122
s2,0.001,0.002,7,521579242
s2,0.001,0.002,8,1462103939
s2,0.001,0.002,9,748527522
s2,0.001,0.003,0,430931801
s2,0.001,0.003,1,1904733703
s2,0.001,0.003,2,633288267
s2,0.001,0.003,3,3118357814
s2,0.001,0.003,4,980730889
s2,0.001,0.003,5,1438776946
s2,0.001,0.003,6,2852536213
s2,0.001,0.003,7,1005687174
s2,0.001,0.003,8,1677373010
s2,0.001,0.003,9,2664693138
s2,0.001,0.0005,0,2712287023
s2,0.001,0.0005,1,2174090925
s2,0.001,0.0005,2,2722181999
s2,0.001,0.0005,3,457688568
s2,0.001,0.0005,4,3058667154
s2,0.001,0.0005,5,1880874723
s2,0.001,0.0005,6,1776118847
s2,0.001,0.0005,7,3418910007
s2,0.001,0.0005,8,142229880
s2,0.001,0.0005,9,3198302544
s2,0.001,0.0002,0,1674902100
s2,0.001,0.0002,1,4053402302
s2,0.001,0.0002,2,3102201468
s2,0.001,0.0002,3,1899635951
s2,0.001,0.0002,4,1542953561
s2,0.001,0.0002,5,4105284297
s2,0.001,0.0002,6,2343038053
s2,0.001,0.0002,7,1625833353
s2,0.001,0.0002,8,703186649
s2,0.001,0.0002,9,1455006854
s2,0.002,0.0005,0,2896798628
s2,0.002,0.0005,1,1843795949
s2,0.002,0.0005,2,106939646
s2,0.002,0.0005,3,520839282
s2,0.002,0.0005,4,4271617426
s2,0.002,0.0005,5,1477081697
s2,0.002,0.0005,6,2483394420
s2,0.002,0.0005,7,2761632019
s2,0.002,0.0005,8,3572147020
s2,0.002,0.0005,9,2294397772
s2,0.002,0.0,0,3181401419
s2,0.002,0.0,1,629097947
s2,0.002,0.0,2,944062442
s2,0.002,0.0,3,2308436364
s2,0.002,0.0,4,3190124957
s2,0.002,0.0,5,2985709191
s2,0.002,0.0,6,542908663
s2,0.002,0.0,7,1790982896
s2,0.002,0.0,8,1361822516
s2,0.002,0.0,9,3066141628
s2,0.002,0.002,0,550084893
s2,0.002,0.002,1,1394929836
s2,0.002,0.002,2,3832425213
s2,0.002,0.002,3,3555217459
s2,0.002,0.002,4,3522853446
s2,0.002,0.002,5,2193699921
s2,0.002,0.002,6,1154510249
s2,0.002,0.002,7,2552395562
s2,0.002,0.002,8,242534635
s2,0.002,0.002,9,365788840
