scheme,p_sub,p_indel,trial,seed
s1,0.02,0.005,4,762454117
s1,0.02,0.005,5,2353283722
s1,0.02,0.005,6,1161537195
s1,0.02,0.005,7,3922462003
s1,0.02,0.005,8,3927529502
s1,0.02,0.005,9,2868451860
s1,0.02,0.01,0,1846559986
s1,0.02,0.01,1,3232669811
s1,0.02,0.01,2,492218222
s1,0.02,0.01,3,3592806981
s1,0.02,0.01,4,237441314
s1,0.02,0.01,5,2494282379
s1,0.02,0.01,6,249651451
s1,0.02,0.01,7,4233808460
s1,0.02,0.01,8,4106328578
s1,0.02,0.01,9,3975017724
s1,0.02,0.02,0,464304217
s1,0.02,0.02,1,3539051989
s1,0.02,0.02,2,2697710019
s1,0.02,0.02,3,2824315074
s1,0.02,0.02,4,3595339632
s1,0.02,0.02,5,3133838381
s1,0.02,0.02,6,67902323
s1,0.02,0.02,7,3567481364
s1,0.02,0.02,8,3018966292
s1,0.02,0.02,9,2030134757
s1,0.03,0.0,0,4139316908
s1,0.03,0.0,1,986229785
s1,0.03,0.0,2,2317736480
s1,0.03,0.0,3,251710725
s1,0.03,0.0,4,1275162103
s1,0.03,0.0,5,3307540957
s1,0.03,0.0,6,686138860
s1,0.03,0.0,7,230075647
s1,0.03,0.0,8,2689940479
s1,0.03,0.0,9,1589287490
s1,0.03,0.0025,0,2932124813
s1,0.03,0.0025,1,56467858
s1,0.03,0.0025,2,557115566
s1,0.03,0.0025,3,3322006791
s1,0.03,0.0025,4,299176524
s1,0.03,0.0025,5,4243983101
s1,0.03,0.0025,6,1691564064
s1,0.03,0.0025,7,684427368
s1,0.03,0.0025,8,2221152351
s1,0.03,0.0025,9,835112643
s1,0.03,0.005,0,3369779422
s1,0.03,0.005,1,688299617
s1,0.03,0.005,2,527449152
s1,0.03,0.005,3,216510988
s1,0.03,0.005,4,1747281791
s1,0.03,0.005,5,4139454875
s1,0.03,0.005,6,2415074835
s1,0.03,0.005,7,2696473323
s1,0.03,0.005,8,2237547844
s1,0.03,0.005,9,4008649340
s1,0.03,0.01,0,3254397547
s1,0.03,0.01,1,2157903460
s1,0.03,0.01,2,3293472613
s1,0.03,0.01,3,2724739793
s1,0.03,0.01,4,3798473480
s1,0.03,0.01,5,342039939
s1,0.03,0.01,6,3940076390
s1,0.03,0.01,7,4046389748
s1,0.03,0.01,8,508039134
s1,0.03,0.01,9,1267141050
s1,0.03,0.02,0,1189275352
s1,0.03,0.02,1,96796880
s1,0.03,0.02,2,1499066982
s1,0.03,0.02,3,1740812191
s1,0.03,0.02,4,1488198068
s1,0.03,0.02,5,3089105357
s1,0.03,0.02,6,2284554351
s1,0.03,0.02,7,3496020309
s1,0.03,0.02,8,2023257756
s1,0.03,0.02,9,91759154
s2,0.0,0.0,0,651271097
s2,0.0,0.0,1,2511418083
s2,0.0,0.0,2,2636821047
s2,0.0,0.0,3,1106065731
s2,0.0,0.0,4,2522222868
s2,0.0,0.0,5,2080584190
s2,0.0,0.0,6,3421561684
s2,0.0,0.0,7,416259715
s2,0.0,0.0,8,3918565244
s2,0.0,0.0,9,1532417215
s2,0.0,0.0025,0,4052820324
s2,0.0,0.0025,1,1443081149
s2,0.0,0.0025,2,698810493
s2,0.0,0.0025,3,2080605699
s2,0.0,0.0025,4,3834822316
s2,0.0,0.0025,5,470594212
s2,0.0,0.0025,6,2369796870
s2,0.0,0.0025,7,3154634754
s2,0.0,0.0025,8,285811969
s2,0.0,0.0025,9,1948803011
s2,0.0,0.005,0,2783960793
s2,0.0,0.005,1,3714005371
s2,0.0,0.005,2,2825029422
s2,0.0,0.005,3,629089264
s2,0.0,0.005,4,3129968100
s2,0.0,0.005,5,3317578306
s2,0.0,0.005,6,3868497596
s2,0.0,0.005,7,3474915285
s2,0.0,0.005,8,3929366209
s2,0.0,0.005,9,1334889640
s2,0.0,0.01,0,2596153142
s2,0.0,0.01,1,1975956553
s2,0.0,0.01,2,1979830838
s2,0.0,0.01,3,370533402
s2,0.0,0.01,4,2567978439
s2,0.0,0.01,5,4290545910
s2,0.0,0.01,6,22042433
s2,0.0,0.01,7,3285342540
s2,0.0,0.01,8,2666042211
s2,0.0,0.01,9,1640048456
s2,0.0,0.02,0,1287593235
s2,0.0,0.02,1,1794593133
s2,0.0,0.02,2,1778481879
s2,0.0,0.02,3,3312773001
s2,0.0,0.02,4,1103627237
s2,0.0,0.02,5,2485183472
s2,0.0,0.02,6,1095868910
s2,0.0,0.02,7,1034892888
s2,0.0,0.02,8,1878515151
s2,0.0,0.02,9,1835702228
s2,0.005,0.0,0,1646995852
s2,0.005,0.0,1,179977337
s2,0.005,0.0,2,2846468428
s2,0.005,0.0,3,3089902508
s2,0.005,0.0,4,2648076210
s2,0.005,0.0,5,1697869340
s2,0.005,0.0,6,3723460827
s2,0.005,0.0,7,2756371387
s2,0.005,0.0,8,2160021909
s2,0.005,0.0,9,473516266
s2,0.005,0.0025,0,1012466000
s2,0.005,0.0025,1,993183222
s2,0.005,0.0025,2,1893837889
s2,0.005,0.0025,3,4228430744
s2,0.005,0.0025,4,2918410192
s2,0.005,0.0025,5,3884474017
s2,0.005,0.0025,6,749717906
s2,0.005,0.0025,7,781434429
s2,0.005,0.0025,8,4053420782
s2,0.005,0.0025,9,3255896922
s2,0.005,0.005,0,1687544670
s2,0.005,0.005,1,1353428733
s2,0.005,0.005,2,3720821956
s2,0.005,0.005,3,539571527
s2,0.005,0.005,4,3046269683
s2,0.005,0.005,5,4189726853
s2,0.005,0.005,6,15409720
s2,0.005,0.005,7,915994999
s2,0.005,0.005,8,995879464
s2,0.005,0.005,9,993135343
s2,0.005,0.01,0,1323545686
s2,0.005,0.01,1,4039268840
s2,0.005,0.01,2,1983399486
s2,0.005,0.01,3,3276329723
s2,0.005,0.01,4,909927913
s2,0.005,0.01,5,3232719989
s2,0.005,0.01,6,3740975883
s2,0.005,0.01,7,2102940799
s2,0.005,0.01,8,2923372254
s2,0.005,0.01,9,3027240662
s2,0.005,0.02,0,601857729
s2,0.005,0.02,1,63549053
s2,0.005,0.02,2,202179313
s2,0.005,0.02,3,4227614528
s2,0.005,0.02,4,1910655365
s2,0.005,0.02,5,3320068911
s2,0.005,0.02,6,3148212045
s2,0.005,0.02,7,3333560139
s2,0.005,0.02,8,3354963701
s2,0.005,0.02,9,2980741737
s2,0.01,0.0,0,1244601731
s2,0.01,0.0,1,3213652461
s2,0.01,0.0,2,1722460890
s2,0.01,0.0,3,2298780643
s2,0.01,0.0,4,4166128542
s2,0.01,0.0,5,2691137037
s2,0.01,0.0,6,2280020339
s2,0.01,0.0,7,2401051299
s2,0.01,0.0,8,1789926540
s2,0.01,0.0,9,3164782346
s2,0.01,0.0025,0,3137275782
s2,0.01,0.0025,1,3432535513
s2,0.01,0.0025,2,1670396656
s2,0.01,0.0025,3,115939471
s2,0.01,0.0025,4,755557033
s2,0.01,0.0025,5,4215379916
s2,0.01,0.0025,6,3466233667
s2,0.01,0.0025,7,1115042923
s2,0.01,0.0025,8,362157092
s2,0.01,0.0025,9,2181573322
s2,0.01,0.005,0,923645308
s2,0.01,0.005,1,3413583620
s2,0.01,0.005,2,2685593667
s2,0.01,0.005,3,3901316799
s2,0.01,0.005,4,1913510143
s2,0.01,0.005,5,1694935138
s2,0.01,0.005,6,4216128104
s2,0.01,0.005,7,536707261
s2,0.01,0.005,8,2640605920
s2,0.01,0.005,9,873282633
s2,0.01,0.01,0,3702667487
s2,0.01,0.01,1,3077353382
s2,0.01,0.01,2,3501790539
s2,0.01,0.01,3,1048033140
s2,0.01,0.01,4,374945742
s2,0.01,0.01,5,3563694156
s2,0.01,0.01,6,3866399001
s2,0.01,0.01,7,2916879724
s2,0.01,0.01,8,1452125546
s2,0.01,0.01,9,3586739461
s2,0.01,0.02,0,853917459
s2,0.01,0.02,1,1217884999
s2,0.01,0.02,2,1138566829
s2,0.01,0.02,3,2293481174
s2,0.01,0.02,4,2230114061
s2,0.01,0.02,5,3547323501
s2,0.01,0.02,6,3596556752
s2,0.01,0.02,7,2659316633
s2,0.01,0.02,8,1613283313
s2,0.01,0.02,9,532156319
s2,0.02,0.0,0,330362076
s2,0.02,0.0,1,1116827485
s2,0.02,0.0,2,642707576
s2,0.02,0.0,3,3429086403
s2,0.02,0.0,4,3734347542
s2,0.02,0.0,5,513871759
s2,0.02,0.0,6,939425782
s2,0.02,0.0,7,2932688701
s2,0.02,0.0,8,3975309110
s2,0.02,0.0,9,495425818
s2,0.02,0.0025,0,3977888807
s2,0.02,0.0025,1,304604602
s2,0.02,0.0025,2,3518088755
s2,0.02,0.0025,3,1679084984
s2,0.02,0.0025,4,3765407064
s2,0.02,0.0025,5,3963903198
s2,0.02,0.0025,6,156867981
s2,0.02,0.0025,7,595049235
s2,0.02,0.0025,8,1919540730
s2,0.02,0.0025,9,3436309907
s2,0.02,0.005,0,2668218784
s2,0.02,0.005,1,2660401579
s2,0.02,0.005,2,3066191739
s2,0.02,0.005,3,1037539858
s2,0.02,0.005,4,89540815
s2,0.02,0.005,5,284935436
s2,0.02,0.005,6,1669086095
s2,0.02,0.005,7,517709612
s2,0.02,0.005,8,397775606
s2,0.02,0.005,9,2160765450
s2,0.02,0.01,0,2298146226
s2,0.02,0.01,1,2287610599
s2,0.02,0.01,2,477389771
s2,0.02,0.01,3,168807883
s2,0.02,0.01,4,2924379464
s2,0.02,0.01,5,792424659
s2,0.02,0.01,6,1680922174
s2,0.02,0.01,7,2590594949
s2,0.02,0.01,8,2280883417
s2,0.02,0.01,9,28332316
s2,0.02,0.02,0,3044784718
s2,0.02,0.02,1,3256585712
s2,0.02,0.02,2,3581960893
s2,0.02,0.02,3,3974435216
s2,0.02,0.02,4,2747416178
s2,0.02,0.02,5,2519112996
s2,0.02,0.02,6,1370233095
s2,0.02,0.02,7,3669844064
s2,0.02,0.02,8,371173094
s2,0.02,0.02,9,1388680043
s2,0.03,0.0,0,3655955756
s2,0.03,0.0,1,3587607823
s2,0.03,0.0,2,799210332
s2,0.03,0.0,3,1696992092
s2,0.03,0.0,4,2832721606
s2,0.03,0.0,5,2663015680
s2,0.03,0.0,6,3438389257
s2,0.03,0.0,7,866183004
s2,0.03,0.0,8,3799382314
s2,0.03,0.0,9,4263133564
s2,0.03,0.0025,0,1474825397
s2,0.03,0.0025,1,342657976
s2,0.03,0.0025,2,2368421472
s2,0.03,0.0025,3,3278225467
s2,0.03,0.0025,4,2596729289
s2,0.03,0.0025,5,1597243366
s2,0.03,0.0025,6,4050840903
s2,0.03,0.0025,7,1104142973
s2,0.03,0.0025,8,2619403923
s2,0.03,0.0025,9,4193419273
s2,0.03,0.005,0,771994
s2,0.03,0.005,1,268388414
s2,0.03,0.005,2,1214041642
s2,0.03,0.005,3,1406687536
s2,0.03,0.005,4,2325032634
s2,0.03,0.005,5,1212342571
s2,0.03,0.005,6,2106448979
s2,0.03,0.005,7,2138105777
s2,0.03,0.005,8,2923119191
s2,0.03,0.005,9,347129478
s2,0.03,0.01,0,2775814938
s2,0.03,0.01,1,1952329948
s2,0.03,0.01,2,1557902128
s2,0.03,0.01,3,2842029144
s2,0.03,0.01,4,3289502438
s2,0.03,0.01,5,1433994265
s2,0.03,0.01,6,1949395642
s2,0.03,0.01,7,1655948593
s2,0.03,0.01,8,2048777891
s2,0.03,0.01,9,131545986
s2,0.03,0.02,0,3421853559
s2,0.03,0.02,1,468091053
s2,0.03,0.02,2,3920724246
s2,0.03,0.02,3,782979304
s2,0.03,0.02,4,3494559866
s2,0.03,0.02,5,1029055020
s2,0.03,0.02,6,3273232515
s2,0.03,0.02,7,84346345
s2,0.03,0.02,8,2601436883
s2,0.03,0.02,9,3953403900
s3,0.0,0.0,0,675608518
s3,0.0,0.0,1,2911305638
s3,0.0,0.0,2,4159226973
s3,0.0,0.0,3,3970640063
s3,0.0,0.0,4,1662429885
s3,0.0,0.0,5,4206243003
s3,0.0,0.0,6,2742891012
s3,0.0,0.0,7,2576030133
s3,0.0,0.0,8,2603127568
s3,0.0,0.0,9,844579091
s3,0.0,0.0025,0,2401418290
s3,0.0,0.0025,1,1660354274
s3,0.0,0.0025,2,3038876557
s3,0.0,0.0025,3,2468928856
s3,0.0,0.0025,4,437808915
s3,0.0,0.0025,5,1549033029
s3,0.0,0.0025,6,1162154581
s3,0.0,0.0025,7,2623440292
s3,0.0,0.0025,8,2112978376
s3,0.0,0.0025,9,2764600291
s3,0.0,0.005,0,2160848920
s3,0.0,0.005,1,2776479280
s3,0.0,0.005,2,3365219666
s3,0.0,0.005,3,1878794497
s3,0.0,0.005,4,3264790306
s3,0.0,0.005,5,2463118788
s3,0.0,0.005,6,1422568297
s3,0.0,0.005,7,3278395394
s3,0.0,0.005,8,275047086
s3,0.0,0.005,9,959651851
s3,0.0,0.01,0,2641449923
s3,0.0,0.01,1,118007991
s3,0.0,0.01,2,2040814413
s3,0.0,0.01,3,632264808
s3,0.0,0.01,4,3671665825
s3,0.0,0.01,5,2356693385
s3,0.0,0.01,6,2101824406
s3,0.0,0.01,7,3728337931
s3,0.0,0.01,8,3986607797
s3,0.0,0.01,9,2647976874
s3,0.0,0.02,0,376583772
s3,0.0,0.02,1,640355189
s3,0.0,0.02,2,16990943
s3,0.0,0.02,3,3445928024
s3,0.0,0.02,4,3253986660
s3,0.0,0.02,5,1468798133
s3,0.0,0.02,6,958605426
s3,0.0,0.02,7,1157992290
s3,0.0,0.02,8,1172654129
s3,0.0,0.02,9,2444522907
s3,0.005,0.0,0,1257416555
s3,0.005,0.0,1,3466156985
s3,0.005,0.0,2,500267973
s3,0.005,0.0,3,278878371
s3,0.005,0.0,4,1726333643
s3,0.005,0.0,5,1112063924
s3,0.005,0.0,6,584033490
s3,0.005,0.0,7,3385933636
s3,0.005,0.0,8,3561122988
s3,0.005,0.0,9,999109035
s3,0.005,0.0025,0,264932813
s3,0.005,0.0025,1,3128514102
s3,0.005,0.0025,2,1777072436
s3,0.005,0.0025,3,1684673314
s3,0.005,0.0025,4,2808161895
s3,0.005,0.0025,5,239277240
s3,0.005,0.0025,6,1336547473
s3,0.005,0.0025,7,2388557756
s3,0.005,0.0025,8,2762072287
s3,0.005,0.0025,9,1970778320
s3,0.005,0.005,0,2047930499
s3,0.005,0.005,1,1577646704
s3,0.005,0.005,2,3983640645
s3,0.005,0.005,3,2627837293
s3,0.005,0.005,4,1406235197
s3,0.005,0.005,5,1513022502
s3,0.005,0.005,6,2260217653
s3,0.005,0.005,7,2360342083
s3,0.005,0.005,8,81380582
s3,0.005,0.005,9,2891770360
s3,0.005,0.01,0,524847946
s3,0.005,0.01,1,4018191834
s3,0.005,0.01,2,1781034747
s3,0.005,0.01,3,3847950542
s3,0.005,0.01,4,1890780148
s3,0.005,0.01,5,3824339812
s3,0.005,0.01,6,488925107
s3,0.005,0.01,7,2014821962
s3,0.005,0.01,8,3851589724
s3,0.005,0.01,9,4070771548
s3,0.005,0.02,0,60050180
s3,0.005,0.02,1,1886046322
s3,0.005,0.02,2,2275057447
s3,0.005,0.02,3,2397497168
s3,0.005,0.02,4,892516871
s3,0.005,0.02,5,2102592014
s3,0.005,0.02,6,3518083216
s3,0.005,0.02,7,1218773285
s3,0.005,0.02,8,141612334
s3,0.005,0.02,9,9308549
s3,0.01,0.0,0,2778830281
s3,0.01,0.0,1,2885776822
s3,0.01,0.0,2,3238651300
s3,0.01,0.0,3,2799420385
s3,0.01,0.0,4,2306612494
s3,0.01,0.0,5,4095133206
s3,0.01,0.0,6,97899753
s3,0.01,0.0,7,729613105
s3,0.01,0.0,8,175235293
s3,0.01,0.0,9,1517506593
s3,0.01,0.0025,0,3080214736
s3,0.01,0.0025,1,2185837895
s3,0.01,0.0025,2,1377750981
s3,0.01,0.0025,3,2093579215
s3,0.01,0.0025,4,2844385768
s3,0.01,0.0025,5,3596655151
s3,0.01,0.0025,6,4208364646
s3,0.01,0.0025,7,2275207138
s3,0.01,0.0025,8,1633346222
s3,0.01,0.0025,9,3732542679
s3,0.01,0.005,0,1277685766
s3,0.01,0.005,1,3378683711
s3,0.01,0.005,2,2731861679
s3,0.01,0.005,3,79561111
s3,0.01,0.005,4,3261994191
s3,0.01,0.005,5,3272936466
s3,0.01,0.005,6,964627175
s3,0.01,0.005,7,4248988694
s3,0.01,0.005,8,3569430741
s3,0.01,0.005,9,1780948939
s3,0.01,0.01,0,3511745604
s3,0.01,0.01,1,1597759632
s3,0.01,0.01,2,1941378991
s3,0.01,0.01,3,948979454
s3,0.01,0.01,4,2146497548
s3,0.01,0.01,5,1014900280
s3,0.01,0.01,6,2067886627
s3,0.01,0.01,7,495016907
s3,0.01,0.01,8,1865287496
s3,0.01,0.01,9,3551873306
s3,0.01,0.02,0,368814005
s3,0.01,0.02,1,379660362
s3,0.01,0.02,2,2793651446
s3,0.01,0.02,3,1511238287
s3,0.01,0.02,4,1878685207
s3,0.01,0.02,5,4208804619
s3,0.01,0.02,6,1254846219
s3,0.01,0.02,7,1699641450
s3,0.01,0.02,8,3078919278
s3,0.01,0.02,9,4191536447
s3,0.02,0.0,0,1758769283
s3,0.02,0.0,1,4207121817
s3,0.02,0.0,2,2823088702
s3,0.02,0.0,3,1411456616
s3,0.02,0.0,4,1665219273
s3,0.02,0.0,5,1449969992
s3,0.02,0.0,6,2354476928
s3,0.02,0.0,7,3437653884
s3,0.02,0.0,8,1007638612
s3,0.02,0.0,9,731652891
s3,0.02,0.0025,0,3205262777
s3,0.02,0.0025,1,3535535034
s3,0.02,0.0025,2,546751121
s3,0.02,0.0025,3,441991513
s3,0.02,0.0025,4,1596146556
s3,0.02,0.0025,5,4281607540
s3,0.02,0.0025,6,1223389530
s3,0.02,0.0025,7,3793829792
s3,0.02,0.0025,8,2659061733
s3,0.02,0.0025,9,4151010674
s3,0.02,0.005,0,3909254020
s3,0.02,0.005,1,1041629163
s3,0.02,0.005,2,2229033262
s3,0.02,0.005,3,4001183229
s3,0.02,0.005,4,3628096008
s3,0.02,0.005,5,1475104702
s3,0.02,0.005,6,883446097
s3,0.02,0.005,7,365984143
s3,0.02,0.005,8,2960164895
s3,0.02,0.005,9,969994396
s3,0.02,0.01,0,3002280150
s3,0.02,0.01,1,325274339
s3,0.02,0.01,2,4001916441
s3,0.02,0.01,3,88194549
s3,0.02,0.01,4,3709616699
s3,0.02,0.01,5,340811717
s3,0.02,0.01,6,4147721581
s3,0.02,0.01,7,342499159
s3,0.02,0.01,8,808668611
s3,0.02,0.01,9,3410556978
s3,0.02,0.02,0,759508138
s3,0.02,0.02,1,344323983
s3,0.02,0.02,2,1002060472
s3,0.02,0.02,3,3622802857
s3,0.02,0.02,4,1191352483
s3,0.02,0.02,5,1968761262
s3,0.02,0.02,6,4220409041
s3,0.02,0.02,7,2452302240
s3,0.02,0.02,8,2654937003
s3,0.02,0.02,9,1414695941
s3,0.03,0.0,0,1449684410
s3,0.03,0.0,1,1641294508
s3,0.03,0.0,2,2769907566
s3,0.03,0.0,3,2905994805
s3,0.03,0.0,4,2534210198
s3,0.03,0.0,5,3958522525
s3,0.03,0.0,6,445561585
s3,0.03,0.0,7,2010672533
s3,0.03,0.0,8,86472344
s3,0.03,0.0,9,1622366122
s3,0.03,0.0025,0,3788298597
s3,0.03,0.0025,1,2315343328
s3,0.03,0.0025,2,1481467687
s3,0.03,0.0025,3,2930610484
s3,0.03,0.0025,4,1349762111
s3,0.03,0.0025,5,152012418
s3,0.03,0.0025,6,420771625
s3,0.03,0.0025,7,1702609735
s3,0.03,0.0025,8,2732070256
s3,0.03,0.0025,9,474728163
s3,0.03,0.005,0,1358499446
s3,0.03,0.005,1,817655222
s3,0.03,0.005,2,142572284
s3,0.03,0.005,3,1631124807
s3,0.03,0.005,4,3055210135
s3,0.03,0.005,5,1452314803
s3,0.03,0.005,6,1578150822
s3,0.03,0.005,7,2349742779
s3,0.03,0.005,8,3269713021
s3,0.03,0.005,9,2404652436
s3,0.03,0.01,0,1923302652
s3,0.03,0.01,1,2973168631
s3,0.03,0.01,2,44731227
s3,0.03,0.01,3,1237269472
s3,0.03,0.01,4,1078225467
s3,0.03,0.01,5,1177026869
s3,0.03,0.01,6,2711001986
s3,0.03,0.01,7,3710345868
s3,0.03,0.01,8,1266113415
s3,0.03,0.01,9,1613348776
s3,0.03,0.02,0,3378360053
s3,0.03,0.02,1,726125734
s3,0.03,0.02,2,1537683654
s3,0.03,0.02,3,3653445700
s3,0.03,0.02,4,2390655101
s3,0.03,0.02,5,554894640
s3,0.03,0.02,6,2598647971
s3,0.03,0.02,7,1110076196
s3,0.03,0.02,8,1651208143
s3,0.03,0.02,9,3499464363
