scheme,p_sub,p_indel,trial,seed
s1,0.003,0.0001,0,3357142729
s1,0.003,0.0001,1,2886184014
s1,0.003,0.0001,2,1766792004
s1,0.003,0.0001,3,2824770195
s1,0.003,0.0001,4,3904024980
s1,0.003,0.0001,5,962605416
s1,0.003,0.0001,6,434916863
s1,0.003,0.0001,7,3156553908
s1,0.003,0.0002,0,2329090092
s1,0.003,0.0002,1,2837061607
s1,0.003,0.0002,2,2743597586
s1,0.003,0.0002,3,1412503537
s1,0.003,0.0002,4,2830080640
s1,0.003,0.0002,5,1223719155
s1,0.003,0.0002,6,147607100
s1,0.003,0.0002,7,3715010463
s1,0.003,0.0005,0,823169320
s1,0.003,0.0005,1,3837446205
s1,0.003,0.0005,2,3208492056
s1,0.003,0.0005,3,1645062833
s1,0.003,0.0005,4,2279757926
s1,0.003,0.0005,5,2096554838
s1,0.003,0.0005,6,2881421685
s1,0.003,0.0005,7,510142331
s1,0.003,0.001,0,519903761
s1,0.003,0.001,1,123194674
s1,0.003,0.001,2,2435779962
s1,0.003,0.001,3,2564908009
s1,0.003,0.001,4,2046994620
s1,0.003,0.001,5,1016871626
s1,0.003,0.001,6,1968562251
s1,0.003,0.001,7,1168912788
s2,0.0,0.0,0,651271097
s2,0.0,0.0,1,2511418083
s2,0.0,0.0,2,2636821047
s2,0.0,0.0,3,1106065731
s2,0.0,0.0,4,2522222868
s2,0.0,0.0,5,2080584190
s2,0.0,0.0,6,3421561684
s2,0.0,0.0,7,416259715
s2,0.0,0.0001,0,2015585538
s2,0.0,0.0001,1,398802099
s2,0.0,0.0001,2,3663489227
s2,0.0,0.0001,3,3485967119
s2,0.0,0.0001,4,556854507
s2,0.0,0.0001,5,2018833836
s2,0.0,0.0001,6,3170368599
s2,0.0,0.0001,7,2351103406
s2,0.0,0.0002,0,113410295
s2,0.0,0.0002,1,1230939327
s2,0.0,0.0002,2,790654051
s2,0.0,0.0002,3,200227287
s2,0.0,0.0002,4,2306701353
s2,0.0,0.0002,5,704696873
s2,0.0,0.0002,6,3640627598
s2,0.0,0.0002,7,1093398299
s2,0.0,0.0005,0,4259161501
s2,0.0,0.0005,1,2639842421
s2,0.0,0.0005,2,2641113549
s2,0.0,0.0005,3,1686759827
s2,0.0,0.0005,4,1887102868
s2,0.0,0.0005,5,2889223793
s2,0.0,0.0005,6,2310946591
s2,0.0,0.0005,7,288206625
s2,0.0,0.001,0,2211814205
s2,0.0,0.001,1,3351544789
s2,0.0,0.001,2,4058431816
s2,0.0,0.001,3,4088177266
s2,0.0,0.001,4,1062406499
s2,0.0,0.001,5,3210973130
s2,0.0,0.001,6,3826244864
s2,0.0,0.001,7,1193071785
s2,0.0005,0.0,0,3680423091
s2,0.0005,0.0,1,3727446462
s2,0.0005,0.0,2,3021117322
s2,0.0005,0.0,3,804813689
s2,0.0005,0.0,4,2012150907
s2,0.0005,0.0,5,1898825852
s2,0.0005,0.0,6,3233952371
s2,0.0005,0.0,7,928492805
s2,0.0005,0.0001,0,479033091
s2,0.0005,0.0001,1,3664999536
s2,0.0005,0.0001,2,171868432
s2,0.0005,0.0001,3,1159376207
s2,0.0005,0.0001,4,3948004127
s2,0.0005,0.0001,5,2549193399
s2,0.0005,0.0001,6,1521625233
s2,0.0005,0.0001,7,3483805903
s2,0.0005,0.0002,0,1222557169
s2,0.0005,0.0002,1,4278884193
s2,0.0005,0.0002,2,3022319895
s2,0.0005,0.0002,3,4236538186
s2,0.0005,0.0002,4,1895404066
s2,0.0005,0.0002,5,1221872263
s2,0.0005,0.0002,6,3516371972
s2,0.0005,0.0002,7,2947052001
s2,0.0005,0.0005,0,267611141
s2,0.0005,0.0005,1,2592789040
s2,0.0005,0.0005,2,1165391853
s2,0.0005,0.0005,3,3031534779
s2,0.0005,0.0005,4,193628229
s2,0.0005,0.0005,5,276582172
s2,0.0005,0.0005,6,2840228012
s2,0.0005,0.0005,7,781241878
s2,0.0005,0.001,0,4219171848
s2,0.0005,0.001,1,589721710
s2,0.0005,0.001,2,380520005
s2,0.0005,0.001,3,7270507
s2,0.0005,0.001,4,3362423877
s2,0.0005,0.001,5,2637131083
s2,0.0005,0.001,6,3146547442
s2,0.0005,0.001,7,95259853
s2,0.001,0.0,0,1690681956
s2,0.001,0.0,1,1137382430
s2,0.001,0.0,2,2091651744
s2,0.001,0.0,3,1776703089
s2,0.001,0.0,4,277200174
s2,0.001,0.0,5,2142800563
s2,0.001,0.0,6,1614356655
s2,0.001,0.0,7,69862273
s2,0.001,0.0001,0,3611733285
s2,0.001,0.0001,1,2624312411
s2,0.001,0.0001,2,3845220547
s2,0.001,0.0001,3,2291416379
s2,0.001,0.0001,4,790046418
s2,0.001,0.0001,5,3845277620
s2,0.001,0.0001,6,2195581485
s2,0.001,0.0001,7,4220132103
s2,0.001,0.0002,0,1674902100
s2,0.001,0.0002,1,4053402302
s2,0.001,0.0002,2,3102201468
s2,0.001,0.0002,3,1899635951
s2,0.001,0.0002,4,1542953561
s2,0.001,0.0002,5,4105284297
s2,0.001,0.0002,6,2343038053
s2,0.001,0.0002,7,1625833353
s2,0.001,0.0005,0,2712287023
s2,0.001,0.0005,1,2174090925
s2,0.001,0.0005,2,2722181999
s2,0.001,0.0005,3,457688568
s2,0.001,0.0005,4,3058667154
s2,0.001,0.0005,5,1880874723
s2,0.001,0.0005,6,1776118847
s2,0.001,0.0005,7,3418910007
s2,0.001,0.001,0,839367602
s2,0.001,0.001,1,4169419791
s2,0.001,0.001,2,1410769164
s2,0.001,0.001,3,3783134053
s2,0.001,0.001,4,2379411701
s2,0.001,0.001,5,2158559313
s2,0.001,0.001,6,2728023468
s2,0.001,0.001,7,3281339755
s2,0.002,0.0,0,3181401419
s2,0.002,0.0,1,629097947
s2,0.002,0.0,2,944062442
s2,0.002,0.0,3,2308436364
s2,0.002,0.0,4,3190124957
s2,0.002,0.0,5,2985709191
s2,0.002,0.0,6,542908663
s2,0.002,0.0,7,1790982896
s2,0.002,0.0001,0,3659083835
s2,0.002,0.0001,1,2114111110
s2,0.002,0.0001,2,2655887534
s2,0.002,0.0001,3,85297180
s2,0.002,0.0001,4,1998345999
s2,0.002,0.0001,5,3638772311
s2,0.002,0.0001,6,3272444389
s2,0.002,0.0001,7,1631053008
s2,0.002,0.0002,0,3011637108
s2,0.002,0.0002,1,2134692170
s2,0.002,0.0002,2,2771471912
s2,0.002,0.0002,3,2680686630
s2,0.002,0.0002,4,1235853409
s2,0.002,0.0002,5,263185020
s2,0.002,0.0002,6,1811602720
s2,0.002,0.0002,7,1539213262
s2,0.002,0.0005,0,2896798628
s2,0.002,0.0005,1,1843795949
s2,0.002,0.0005,2,106939646
s2,0.002,0.0005,3,520839282
s2,0.002,0.0005,4,4271617426
s2,0.002,0.0005,5,1477081697
s2,0.002,0.0005,6,2483394420
s2,0.002,0.0005,7,2761632019
s2,0.002,0.001,0,598434148
s2,0.002,0.001,1,987340382
s2,0.002,0.001,2,2661689831
s2,0.002,0.001,3,4161999510
s2,0.002,0.001,4,3169690768
s2,0.002,0.001,5,153391965
s2,0.002,0.001,6,477519614
s2,0.002,0.001,7,3889917720
s2,0.003,0.0,0,480870452
s2,0.003,0.0,1,701268819
s2,0.003,0.0,2,2063176319
s2,0.003,0.0,3,4056381978
s2,0.003,0.0,4,1575987791
s2,0.003,0.0,5,3471527208
s2,0.003,0.0,6,3173301137
s2,0.003,0.0,7,2568646598
s2,0.003,0.0001,0,1025848364
s2,0.003,0.0001,1,882629728
s2,0.003,0.0001,2,3121461875
s2,0.003,0.0001,3,1869356392
s2,0.003,0.0001,4,1330885432
s2,0.003,0.0001,5,3197213077
s2,0.003,0.0001,6,2998396486
s2,0.003,0.0001,7,2876849178
s2,0.003,0.0002,0,2940320569
s2,0.003,0.0002,1,3224927958
s2,0.003,0.0002,2,2548269241
s2,0.003,0.0002,3,2131204163
s2,0.003,0.0002,4,1056929276
s2,0.003,0.0002,5,856260800
s2,0.003,0.0002,6,2627117696
s2,0.003,0.0002,7,3330242396
s2,0.003,0.0005,0,1186917585
s2,0.003,0.0005,1,3035714675
s2,0.003,0.0005,2,208502927
s2,0.003,0.0005,3,3007457872
s2,0.003,0.0005,4,2703293489
s2,0.003,0.0005,5,769270472
s2,0.003,0.0005,6,3734957167
s2,0.003,0.0005,7,2896790900
s2,0.003,0.001,0,1470483672
s2,0.003,0.001,1,3057659754
s2,0.003,0.001,2,3351791971
s2,0.003,0.001,3,1419849900
s2,0.003,0.001,4,3515157012
s2,0.003,0.001,5,1379058960
s2,0.003,0.001,6,3300642305
s2,0.003,0.001,7,3541680130
s3,0.0,0.0,0,675608518
s3,0.0,0.0,1,2911305638
s3,0.0,0.0,2,4159226973
s3,0.0,0.0,3,3970640063
s3,0.0,0.0,4,1662429885
s3,0.0,0.0,5,4206243003
s3,0.0,0.0,6,2742891012
s3,0.0,0.0,7,2576030133
s3,0.0,0.0001,0,1705467509
s3,0.0,0.0001,1,1721903846
s3,0.0,0.0001,2,862039189
s3,0.0,0.0001,3,3013315190
s3,0.0,0.0001,4,3304634339
s3,0.0,0.0001,5,3366158958
s3,0.0,0.0001,6,2015557839
s3,0.0,0.0001,7,3521613609
s3,0.0,0.0002,0,697602462
s3,0.0,0.0002,1,1276820618
s3,0.0,0.0002,2,2507080567
s3,0.0,0.0002,3,3548065003
s3,0.0,0.0002,4,1216701581
s3,0.0,0.0002,5,1228578203
s3,0.0,0.0002,6,3922720544
s3,0.0,0.0002,7,1888163764
s3,0.0,0.0005,0,2041268810
s3,0.0,0.0005,1,3723721731
s3,0.0,0.0005,2,682876259
s3,0.0,0.0005,3,1923979764
s3,0.0,0.0005,4,1809547199
s3,0.0,0.0005,5,1262150692
s3,0.0,0.0005,6,1320268211
s3,0.0,0.0005,7,3019791046
s3,0.0,0.001,0,1651922202
s3,0.0,0.001,1,2788375243
s3,0.0,0.001,2,3461044125
s3,0.0,0.001,3,1739860658
s3,0.0,0.001,4,2027438101
s3,0.0,0.001,5,2497357432
s3,0.0,0.001,6,1222661957
s3,0.0,0.001,7,4010686386
s3,0.0005,0.0,0,3823840740
s3,0.0005,0.0,1,3840564098
s3,0.0005,0.0,2,2893740799
s3,0.0005,0.0,3,4221840138
s3,0.0005,0.0,4,4089247135
s3,0.0005,0.0,5,1444981879
s3,0.0005,0.0,6,478026568
s3,0.0005,0.0,7,551311784
s3,0.0005,0.0001,0,210523211
s3,0.0005,0.0001,1,3545540969
s3,0.0005,0.0001,2,617922109
s3,0.0005,0.0001,3,1643420382
s3,0.0005,0.0001,4,3074461649
s3,0.0005,0.0001,5,1415185332
s3,0.0005,0.0001,6,4247649242
s3,0.0005,0.0001,7,2611515609
s3,0.0005,0.0002,0,3757936407
s3,0.0005,0.0002,1,2114207623
s3,0.0005,0.0002,2,3642945400
s3,0.0005,0.0002,3,1610636717
s3,0.0005,0.0002,4,1996085954
s3,0.0005,0.0002,5,2627450707
s3,0.0005,0.0002,6,4232557722
s3,0.0005,0.0002,7,1578876673
s3,0.0005,0.0005,0,618828838
s3,0.0005,0.0005,1,2510232109
s3,0.0005,0.0005,2,3076796069
s3,0.0005,0.0005,3,2009055438
s3,0.0005,0.0005,4,2108559317
s3,0.0005,0.0005,5,150029861
s3,0.0005,0.0005,6,3477098688
s3,0.0005,0.0005,7,3733790402
s3,0.0005,0.001,0,4126794670
s3,0.0005,0.001,1,449921879
s3,0.0005,0.001,2,1353182235
s3,0.0005,0.001,3,3904616897
s3,0.0005,0.001,4,2874889010
s3,0.0005,0.001,5,1892967249
s3,0.0005,0.001,6,2223392329
s3,0.0005,0.001,7,69002757
s3,0.001,0.0,0,3016036925
s3,0.001,0.0,1,2110295948
s3,0.001,0.0,2,1841777190
s3,0.001,0.0,3,628530681
s3,0.001,0.0,4,1263336255
s3,0.001,0.0,5,3357500048
s3,0.001,0.0,6,3390437371
s3,0.001,0.0,7,2169021628
s3,0.001,0.0001,0,1183170068
s3,0.001,0.0001,1,1756384311
s3,0.001,0.0001,2,2048879733
s3,0.001,0.0001,3,260380251
s3,0.001,0.0001,4,2681216209
s3,0.001,0.0001,5,3924598086
s3,0.001,0.0001,6,1446469703
s3,0.001,0.0001,7,547536842
s3,0.001,0.0002,0,2416398244
s3,0.001,0.0002,1,2530352768
s3,0.001,0.0002,2,1359366473
s3,0.001,0.0002,3,2354973119
s3,0.001,0.0002,4,901872050
s3,0.001,0.0002,5,2600235928
s3,0.001,0.0002,6,4207034206
s3,0.001,0.0002,7,1811686472
s3,0.001,0.0005,0,534015479
s3,0.001,0.0005,1,3884095199
s3,0.001,0.0005,2,2784760446
s3,0.001,0.0005,3,734127407
s3,0.001,0.0005,4,3090736784
s3,0.001,0.0005,5,4138614519
s3,0.001,0.0005,6,602274215
s3,0.001,0.0005,7,1580568876
s3,0.001,0.001,0,859297263
s3,0.001,0.001,1,2470770654
s3,0.001,0.001,2,4139629767
s3,0.001,0.001,3,2320522689
s3,0.001,0.001,4,2685903514
s3,0.001,0.001,5,1393936745
s3,0.001,0.001,6,3306861290
s3,0.001,0.001,7,350589294
s3,0.002,0.0,0,115788213
s3,0.002,0.0,1,2510665338
s3,0.002,0.0,2,2584980587
s3,0.002,0.0,3,3570267243
s3,0.002,0.0,4,2696739245
s3,0.002,0.0,5,2272352993
s3,0.002,0.0,6,3776141237
s3,0.002,0.0,7,1708767643
s3,0.002,0.0001,0,2375135985
s3,0.002,0.0001,1,214280276
s3,0.002,0.0001,2,3930039365
s3,0.002,0.0001,3,22020288
s3,0.002,0.0001,4,2562620826
s3,0.002,0.0001,5,484635756
s3,0.002,0.0001,6,3733145281
s3,0.002,0.0001,7,1777292572
s3,0.002,0.0002,0,3375712529
s3,0.002,0.0002,1,2832908855
s3,0.002,0.0002,2,2026283229
s3,0.002,0.0002,3,2877042591
s3,0.002,0.0002,4,4292679762
s3,0.002,0.0002,5,1365749628
s3,0.002,0.0002,6,1221126680
s3,0.002,0.0002,7,2040749016
s3,0.002,0.0005,0,1402569876
s3,0.002,0.0005,1,1073348779
s3,0.002,0.0005,2,1429751701
s3,0.002,0.0005,3,3337417574
s3,0.002,0.0005,4,2418029323
s3,0.002,0.0005,5,4250035219
s3,0.002,0.0005,6,2301326857
s3,0.002,0.0005,7,3483450875
s3,0.002,0.001,0,1393160692
s3,0.002,0.001,1,967420029
s3,0.002,0.001,2,301878569
s3,0.002,0.001,3,4179272121
s3,0.002,0.001,4,3481642898
s3,0.002,0.001,5,3898031350
s3,0.002,0.001,6,2321237254
s3,0.002,0.001,7,15425181
s3,0.003,0.0,0,3192172376
s3,0.003,0.0,1,1061450909
s3,0.003,0.0,2,3532980835
s3,0.003,0.0,3,364810985
s3,0.003,0.0,4,3926346446
s3,0.003,0.0,5,604755927
s3,0.003,0.0,6,3688761530
s3,0.003,0.0,7,2187295555
s3,0.003,0.0001,0,4186256813
s3,0.003,0.0001,1,3165951869
s3,0.003,0.0001,2,49197329
s3,0.003,0.0001,3,3652197187
s3,0.003,0.0001,4,1377688964
s3,0.003,0.0001,5,248153248
s3,0.003,0.0001,6,1724225988
s3,0.003,0.0001,7,3540668785
s3,0.003,0.0002,0,2364503614
s3,0.003,0.0002,1,3872686753
s3,0.003,0.0002,2,2461618754
s3,0.003,0.0002,3,3027457798
s3,0.003,0.0002,4,427799904
s3,0.003,0.0002,5,1041784951
s3,0.003,0.0002,6,3075062781
s3,0.003,0.0002,7,535332834
s3,0.003,0.0005,0,3744353455
s3,0.003,0.0005,1,909973958
s3,0.003,0.0005,2,3265610812
s3,0.003,0.0005,3,505918304
s3,0.003,0.0005,4,2022396189
s3,0.003,0.0005,5,1338918491
s3,0.003,0.0005,6,2567459462
s3,0.003,0.0005,7,2317953615
s3,0.003,0.001,0,3839784192
s3,0.003,0.001,1,2886021524
s3,0.003,0.001,2,3113498138
s3,0.003,0.001,3,1871591279
s3,0.003,0.001,4,3483030456
s3,0.003,0.001,5,3456973177
s3,0.003,0.001,6,3447845263
s3,0.003,0.001,7,132872278
