scheme,p_sub,p_indel,trial,seed
s2,0.014286,0.05,0,585713487
s2,0.014286,0.05,1,205106856
s2,0.021429,0.0,0,3511961964
s2,0.021429,0.0,1,983871685
s2,0.021429,0.007143,0,1249283564
s2,0.021429,0.007143,1,868676933
s2,0.021429,0.014286,0,3770796395
s2,0.021429,0.014286,1,1143367229
s2,0.021429,0.021429,0,1508117995
s2,0.021429,0.021429,1,3175656125
s2,0.021429,0.028571,0,64396484
s2,0.021429,0.028571,1,3879418262
s2,0.021429,0.035714,0,2975746172
s2,0.021429,0.035714,1,348317006
s2,0.021429,0.042857,0,2371375676
s2,0.021429,0.042857,1,1990769045
s2,0.021429,0.05,0,987758068
s2,0.021429,0.05,1,607151437
s2,0.028571,0.0,0,589968750
s2,0.028571,0.0,1,2257506880
s2,0.028571,0.007143,0,963997933
s2,0.028571,0.007143,1,2631536063
s2,0.028571,0.014286,0,4290831614
s2,0.028571,0.014286,1,1663402448
s2,0.028571,0.021429,0,3270977125
s2,0.028571,0.021429,1,2890370494
s2,0.028571,0.028571,0,584431703
s2,0.028571,0.028571,1,2251969833
s2,0.028571,0.035714,0,1248958856
s2,0.028571,0.035714,1,868352225
s2,0.028571,0.042857,0,743927247
s2,0.028571,0.042857,1,2510804264
s2,0.028571,0.05,0,3655276935
s2,0.028571,0.05,1,1127186656
s2,0.035714,0.0,0,2515160505
s2,0.035714,0.0,1,4182698635
s2,0.035714,0.007143,0,1495306016
s2,0.035714,0.007143,1,1114699385
s2,0.035714,0.014286,0,2674656049
s2,0.035714,0.014286,1,146565770
s2,0.035714,0.021429,0,3901624095
s2,0.035714,0.021429,1,1373533816
s2,0.035714,0.028571,0,1115739786
s2,0.035714,0.028571,1,735133155
s2,0.035714,0.035714,0,4027089474
s2,0.035714,0.035714,1,3646482843
s2,0.035714,0.042857,0,3522057865
s2,0.035714,0.042857,1,3141451234
s2,0.035714,0.05,0,2138440257
s2,0.035714,0.05,1,3805978387
s2,0.042857,0.0,0,2524183473
s2,0.042857,0.0,1,2143576842
s2,0.042857,0.007143,0,2408988721
s2,0.042857,0.007143,1,1929043203
s2,0.042857,0.014286,0,635534256
s2,0.042857,0.014286,1,2303072386
s2,0.042857,0.021429,0,421000617
s2,0.042857,0.021429,1,40393986
s2,0.042857,0.028571,0,2029422491
s2,0.042857,0.028571,1,3696960621
s2,0.042857,0.035714,0,4135451329
s2,0.042857,0.035714,1,1508022163
s2,0.042857,0.042857,0,1435318059
s2,0.042857,0.042857,1,3102856189
s2,0.042857,0.05,0,2147463225
s2,0.042857,0.05,1,1766856594
s2,0.05,0.0,0,3154830443
s2,0.05,0.0,1,626740164
s2,0.05,0.007143,0,2186696828
s2,0.05,0.007143,1,1806090197
s2,0.05,0.014286,0,3413664874
s2,0.05,0.014286,1,786235708
s2,0.05,0.021429,0,298047611
s2,0.05,0.021429,1,1965585741
s2,0.05,0.028571,0,1807130598
s2,0.05,0.028571,1,1426523967
s2,0.05,0.035714,0,371792116
s2,0.05,0.035714,1,4286152781
s2,0.05,0.042857,0,4213448677
s2,0.05,0.042857,1,1586019511
s2,0.05,0.05,0,4072654980
s2,0.05,0.05,1,3692048349
s3,0.0,0.0,0,4278337215
s3,0.0,0.0,1,3798391697
s3,0.0,0.007143,0,258060215
s3,0.0,0.007143,1,4172420880
s3,0.0,0.014286,0,1437410248
s3,0.0,0.014286,1,3204287265
s3,0.0,0.021429,0,2664378294
s3,0.0,0.021429,1,136288015
s3,0.0,0.028571,0,4173461281
s3,0.0,0.028571,1,3792854650
s3,0.0,0.035714,0,2789843673
s3,0.0,0.035714,1,2409237042
s3,0.0,0.042857,0,2284812064
s3,0.0,0.042857,1,1904205433
s3,0.0,0.05,0,901194456
s3,0.0,0.05,1,2568732586
s3,0.007143,0.0,0,2099379097
s3,0.007143,0.0,1,1718772466
s3,0.007143,0.007143,0,3326347143
s3,0.007143,0.007143,1,698917977
s3,0.007143,0.014286,0,2358213528
s3,0.007143,0.014286,1,4025751658
s3,0.007143,0.021429,0,2243018776
s3,0.007143,0.021429,1,1763073258
s3,0.007143,0.028571,0,2946780913
s3,0.007143,0.028571,1,319351747
s3,0.007143,0.035714,0,1563163305
s3,0.007143,0.035714,1,3230701435
s3,0.007143,0.042857,0,3106276457
s3,0.007143,0.042857,1,578186178
s3,0.007143,0.05,0,1722658849
s3,0.007143,0.05,1,3489535866
s3,0.014286,0.0,0,1917584642
s3,0.014286,0.0,1,3585122772
s3,0.014286,0.007143,0,3949873538
s3,0.014286,0.007143,1,1322444372
s3,0.014286,0.014286,0,4224563834
s3,0.014286,0.014286,1,3843957203
s3,0.014286,0.021429,0,4109369082
s3,0.014286,0.021429,1,1581278803
s3,0.014286,0.028571,0,518163923
s3,0.014286,0.028571,1,137557292
s3,0.014286,0.035714,0,3429513611
s3,0.014286,0.035714,1,3048906980
s3,0.014286,0.042857,0,729380341
s3,0.014286,0.042857,1,348773710
s3,0.014286,0.05,0,1540864394
s3,0.014286,0.05,1,1060918876
s3,0.021429,0.0,0,591565387
s3,0.021429,0.0,1,210958756
s3,0.021429,0.007143,0,1770915420
s3,0.021429,0.007143,1,1390308789
s3,0.021429,0.014286,0,3803204316
s3,0.021429,0.014286,1,3422597685
s3,0.021429,0.021429,0,4177233499
s3,0.021429,0.021429,1,3697287981
s3,0.021429,0.028571,0,1391349190
s3,0.021429,0.028571,1,1010742559
s3,0.021429,0.035714,0,3497378028
s3,0.021429,0.035714,1,869948862
s3,0.021429,0.042857,0,3797667269
s3,0.021429,0.042857,1,1170238103
s3,0.021429,0.05,0,2414049661
s3,0.021429,0.05,1,4081587791
s3,0.028571,0.0,0,3259084254
s3,0.028571,0.0,1,730993975
s3,0.028571,0.007143,0,996405854
s3,0.028571,0.007143,1,2663943984
s3,0.028571,0.014286,0,3517918685
s3,0.028571,0.014286,1,890489519
s3,0.028571,0.021429,0,1155901398
s3,0.028571,0.021429,1,2922778415
s3,0.028571,0.028571,0,4106486070
s3,0.028571,0.028571,1,1479056904
s3,0.028571,0.035714,0,2722868462
s3,0.028571,0.035714,1,95439296
s3,0.028571,0.042857,0,776335168
s3,0.028571,0.042857,1,2543212185
s3,0.028571,0.05,0,2882364006
s3,0.028571,0.05,1,354273727
s3,0.035714,0.0,0,1742247576
s3,0.035714,0.0,1,1361640945
s3,0.035714,0.007143,0,3774536472
s3,0.035714,0.007143,1,1147107306
s3,0.035714,0.014286,0,4148565655
s3,0.035714,0.014286,1,3668620137
s3,0.035714,0.021429,0,3934032016
s3,0.035714,0.021429,1,1405941737
s3,0.035714,0.028571,0,3394970242
s3,0.035714,0.028571,1,767541076
s3,0.035714,0.035714,0,3254176545
s3,0.035714,0.035714,1,2873569914
s3,0.035714,0.042857,0,3554465786
s3,0.035714,0.042857,1,3173859155
s3,0.035714,0.05,0,1365527328
s3,0.035714,0.05,1,984920697
s3,0.042857,0.0,0,409107746
s3,0.042857,0.0,1,2175984763
s3,0.042857,0.007143,0,2930620577
s3,0.042857,0.007143,1,2550013946
s3,0.042857,0.014286,0,667942177
s3,0.042857,0.014286,1,287335546
s3,0.042857,0.021429,0,1041971360
s3,0.042857,0.021429,1,562025842
s3,0.042857,0.028571,0,2551054347
s3,0.042857,0.028571,1,2170447716
s3,0.042857,0.035714,0,1167436739
s3,0.042857,0.035714,1,786830108
s3,0.042857,0.042857,0,662405130
s3,0.042857,0.042857,1,2329943260
s3,0.042857,0.05,0,3573754818
s3,0.042857,0.05,1,946325652
s3,0.05,0.0,0,3187238364
s3,0.05,0.0,1,2806631733
s3,0.05,0.007143,0,1413783899
s3,0.05,0.007143,1,1033177268
s3,0.05,0.014286,0,3446072795
s3,0.05,0.014286,1,818643629
s3,0.05,0.021429,0,3820101978
s3,0.05,0.021429,1,1192672812
s3,0.05,0.028571,0,1034217669
s3,0.05,0.028571,1,653611038
s3,0.05,0.035714,0,3945567357
s3,0.05,0.035714,1,1318138191
s3,0.05,0.042857,0,3440535748
s3,0.05,0.042857,1,813106582
s3,0.05,0.05,0,4105062901
s3,0.05,0.05,1,3724456270
