scheme,p_sub,p_indel,trial,seed
s2,0.0005,0.002,2,1810542365
s2,0.0005,0.002,3,4083765777
s2,0.001,0.0,0,1690681956
s2,0.001,0.0,1,1137382430
s2,0.001,0.0,2,2091651744
s2,0.001,0.0,3,1776703089
s2,0.001,0.0002,0,1674902100
s2,0.001,0.0002,1,4053402302
s2,0.001,0.0002,2,3102201468
s2,0.001,0.0002,3,1899635951
s2,0.001,0.0005,0,2712287023
s2,0.001,0.0005,1,2174090925
s2,0.001,0.0005,2,2722181999
s2,0.001,0.0005,3,457688568
s2,0.001,0.001,0,839367602
s2,0.001,0.001,1,4169419791
s2,0.001,0.001,2,1410769164
s2,0.001,0.001,3,3783134053
s2,0.001,0.0015,0,4256789518
s2,0.001,0.0015,1,589245329
s2,0.001,0.0015,2,1321974383
s2,0.001,0.0015,3,579729840
s2,0.001,0.002,0,1863937204
s2,0.001,0.002,1,1025223080
s2,0.001,0.002,2,579971839
s2,0.001,0.002,3,3208486428
s3,0.0,0.0,0,675608518
s3,0.0,0.0,1,2911305638
s3,0.0,0.0,2,4159226973
s3,0.0,0.0,3,3970640063
s3,0.0,0.0002,0,697602462
s3,0.0,0.0002,1,1276820618
s3,0.0,0.0002,2,2507080567
s3,0.0,0.0002,3,3548065003
s3,0.0,0.0005,0,2041268810
s3,0.0,0.0005,1,3723721731
s3,0.0,0.0005,2,682876259
s3,0.0,0.0005,3,1923979764
s3,0.0,0.001,0,1651922202
s3,0.0,0.001,1,2788375243
s3,0.0,0.001,2,3461044125
s3,0.0,0.001,3,1739860658
s3,0.0,0.0015,0,2850792478
s3,0.0,0.0015,1,3942673674
s3,0.0,0.0015,2,3857924738
s3,0.0,0.0015,3,2604326484
s3,0.0,0.002,0,1999594665
s3,0.0,0.002,1,1640565599
s3,0.0,0.002,2,371284454
s3,0.0,0.002,3,3676155818
s3,0.0002,0.0,0,941306246
s3,0.0002,0.0,1,394501980
s3,0.0002,0.0,2,735097048
s3,0.0002,0.0,3,14506726
s3,0.0002,0.0002,0,1821268121
s3,0.0002,0.0002,1,1504817292
s3,0.0002,0.0002,2,325208435
s3,0.0002,0.0002,3,3978535000
s3,0.0002,0.0005,0,3538455712
s3,0.0002,0.0005,1,309108649
s3,0.0002,0.0005,2,373895450
s3,0.0002,0.0005,3,2346732833
s3,0.0002,0.001,0,2860543900
s3,0.0002,0.001,1,1148817327
s3,0.0002,0.001,2,355759155
s3,0.0002,0.001,3,2046970000
s3,0.0002,0.0015,0,824941335
s3,0.0002,0.0015,1,110953762
s3,0.0002,0.0015,2,2160409680
s3,0.0002,0.0015,3,2948611435
s3,0.0002,0.002,0,3006417439
s3,0.0002,0.002,1,3930340449
s3,0.0002,0.002,2,1400030341
s3,0.0002,0.002,3,2502845357
s3,0.0005,0.0,0,3823840740
s3,0.0005,0.0,1,3840564098
s3,0.0005,0.0,2,2893740799
s3,0.0005,0.0,3,4221840138
s3,0.0005,0.0002,0,3757936407
s3,0.0005,0.0002,1,2114207623
s3,0.0005,0.0002,2,3642945400
s3,0.0005,0.0002,3,1610636717
s3,0.0005,0.0005,0,618828838
s3,0.0005,0.0005,1,2510232109
s3,0.0005,0.0005,2,3076796069
s3,0.0005,0.0005,3,2009055438
s3,0.0005,0.001,0,4126794670
s3,0.0005,0.001,1,449921879
s3,0.0005,0.001,2,1353182235
s3,0.0005,0.001,3,3904616897
s3,0.0005,0.0015,0,4114057932
s3,0.0005,0.0015,1,2783926726
s3,0.0005,0.0015,2,2794572593
s3,0.0005,0.0015,3,276630593
s3,0.0005,0.002,0,2511104283
s3,0.0005,0.002,1,952062040
s3,0.0005,0.002,2,484949624
s3,0.0005,0.002,3,1148246582
s3,0.001,0.0,0,3016036925
s3,0.001,0.0,1,2110295948
s3,0.001,0.0,2,1841777190
s3,0.001,0.0,3,628530681
s3,0.001,0.0002,0,2416398244
s3,0.001,0.0002,1,2530352768
s3,0.001,0.0002,2,1359366473
s3,0.001,0.0002,3,2354973119
s3,0.001,0.0005,0,534015479
s3,0.001,0.0005,1,3884095199
s3,0.001,0.0005,2,2784760446
s3,0.001,0.0005,3,734127407
s3,0.001,0.001,0,859297263
s3,0.001,0.001,1,2470770654
s3,0.001,0.001,2,4139629767
s3,0.001,0.001,3,2320522689
s3,0.001,0.0015,0,2473954331
s3,0.001,0.0015,1,3064591630
s3,0.001,0.0015,2,1487755995
s3,0.001,0.0015,3,4023902085
s3,0.001,0.002,0,2455455492
s3,0.001,0.002,1,2535292216
s3,0.001,0.002,2,2187434155
s3,0.001,0.002,3,4127509067
